transaction_id,customer_id,timestamp,satisfaction,total_spent,sim_date,day_of_week,item_id,item_name,quantity,price_per_unit,item_total
1,4,00:07:56,8,47.97,2024-01-01,0,1,Smartphone,1,2.99,2.99
1,4,00:07:56,8,47.97,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
1,4,00:07:56,8,47.97,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
2,6,00:13:22,6,44.98,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
2,6,00:13:22,6,44.98,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
3,1,00:15:39,6,5.98,2024-01-01,0,1,Smartphone,2,2.99,5.98
4,8,00:15:45,6,18.48,2024-01-01,0,13,Smoky BBQ Sauce,1,9.99,9.99
4,8,00:15:45,6,18.48,2024-01-01,0,17,Lasso Rope,1,8.49,8.49
5,3,00:18:31,8,8.97,2024-01-01,0,1,Smartphone,3,2.99,8.97
6,5,00:20:14,8,11.96,2024-01-01,0,1,Smartphone,4,2.99,11.96
7,7,00:20:37,8,8.97,2024-01-01,0,1,Smartphone,3,2.99,8.97
8,11,00:20:52,6,38.48,2024-01-01,0,17,Lasso Rope,1,8.49,8.49
8,11,00:20:52,6,38.48,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
9,9,00:23:01,8,31.97,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
9,9,00:23:01,8,31.97,2024-01-01,0,14,Trail Beef Jerky,1,6.99,6.99
9,9,00:23:01,8,31.97,2024-01-01,0,21,Cowboy Hat,1,4.99,4.99
10,13,00:28:08,8,51.97,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
10,13,00:28:08,8,51.97,2024-01-01,0,14,Trail Beef Jerky,1,6.99,6.99
10,13,00:28:08,8,51.97,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
11,16,00:33:29,8,69.94999999999999,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
11,16,00:33:29,8,69.94999999999999,2024-01-01,0,14,Trail Beef Jerky,1,6.99,6.99
11,16,00:33:29,8,69.94999999999999,2024-01-01,0,15,Cornbread Mix,1,12.99,12.99
11,16,00:33:29,8,69.94999999999999,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
11,16,00:33:29,8,69.94999999999999,2024-01-01,0,21,Cowboy Hat,1,4.99,4.99
12,2,00:40:55,8,95.41999999999999,2024-01-01,0,17,Lasso Rope,3,8.49,25.47
12,2,00:40:55,8,95.41999999999999,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
12,2,00:40:55,8,95.41999999999999,2024-01-01,0,21,Cowboy Hat,3,4.99,14.97
12,2,00:40:55,8,95.41999999999999,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
13,12,00:44:40,8,115.41999999999999,2024-01-01,0,17,Lasso Rope,3,8.49,25.47
13,12,00:44:40,8,115.41999999999999,2024-01-01,0,18,Horse Feed Sack,2,24.99,49.98
13,12,00:44:40,8,115.41999999999999,2024-01-01,0,21,Cowboy Hat,2,4.99,9.98
13,12,00:44:40,8,115.41999999999999,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
14,21,00:47:00,8,66.92,2024-01-01,0,17,Lasso Rope,2,8.49,16.98
14,21,00:47:00,8,66.92,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
14,21,00:47:00,8,66.92,2024-01-01,0,21,Cowboy Hat,5,4.99,24.950000000000003
15,15,00:48:18,8,88.44,2024-01-01,0,1,Smartphone,1,2.99,2.99
15,15,00:48:18,8,88.44,2024-01-01,0,11,Chuckwagon Beans,1,14.99,14.99
15,15,00:48:18,8,88.44,2024-01-01,0,14,Trail Beef Jerky,1,6.99,6.99
15,15,00:48:18,8,88.44,2024-01-01,0,17,Lasso Rope,1,8.49,8.49
15,15,00:48:18,8,88.44,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
15,15,00:48:18,8,88.44,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
16,25,00:50:47,6,42.98,2024-01-01,0,15,Cornbread Mix,1,12.99,12.99
16,25,00:50:47,6,42.98,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
17,10,00:51:22,8,111.91999999999999,2024-01-01,0,17,Lasso Rope,2,8.49,16.98
17,10,00:51:22,8,111.91999999999999,2024-01-01,0,18,Horse Feed Sack,2,24.99,49.98
17,10,00:51:22,8,111.91999999999999,2024-01-01,0,21,Cowboy Hat,3,4.99,14.97
17,10,00:51:22,8,111.91999999999999,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
18,18,00:52:31,8,135.42,2024-01-01,0,17,Lasso Rope,3,8.49,25.47
18,18,00:52:31,8,135.42,2024-01-01,0,18,Horse Feed Sack,3,24.99,74.97
18,18,00:52:31,8,135.42,2024-01-01,0,21,Cowboy Hat,1,4.99,4.99
