transaction_id,customer_id,timestamp,satisfaction,total_spent,item_id,item_name,quantity,price_per_unit,item_total
1,1,00:00:22,6,0.0,1,Placeholder,1,0.0,0.0
1,1,00:00:22,6,0.0,2,SKU_2,1,0.0,0.0
2,3,00:00:45,6,0.0,1,Placeholder,1,0.0,0.0
2,3,00:00:45,6,0.0,2,SKU_2,1,0.0,0.0
3,6,00:00:57,6,0.0,1,Placeholder,1,0.0,0.0
3,6,00:00:57,6,0.0,2,SKU_2,1,0.0,0.0
4,5,00:01:21,6,0.0,1,Placeholder,1,0.0,0.0
4,5,00:01:21,6,0.0,2,SKU_2,1,0.0,0.0
5,7,00:01:25,6,0.0,1,Placeholder,1,0.0,0.0
5,7,00:01:25,6,0.0,2,SKU_2,1,0.0,0.0
6,8,00:01:29,6,0.0,1,Placeholder,1,0.0,0.0
6,8,00:01:29,6,0.0,2,SKU_2,1,0.0,0.0
7,12,00:01:30,6,0.0,1,Placeholder,1,0.0,0.0
7,12,00:01:30,6,0.0,2,SKU_2,1,0.0,0.0
8,11,00:01:36,6,0.0,1,Placeholder,1,0.0,0.0
8,11,00:01:36,6,0.0,2,SKU_2,1,0.0,0.0
9,21,00:02:20,6,0.0,1,Placeholder,1,0.0,0.0
9,21,00:02:20,6,0.0,2,SKU_2,1,0.0,0.0
10,17,00:02:29,6,0.0,1,Placeholder,1,0.0,0.0
10,17,00:02:29,6,0.0,2,SKU_2,1,0.0,0.0
11,16,00:02:31,6,0.0,1,Placeholder,1,0.0,0.0
11,16,00:02:31,6,0.0,2,SKU_2,1,0.0,0.0
12,24,00:02:35,6,0.0,1,Placeholder,1,0.0,0.0
12,24,00:02:35,6,0.0,2,SKU_2,1,0.0,0.0
13,23,00:02:40,6,0.0,1,Placeholder,1,0.0,0.0
13,23,00:02:40,6,0.0,2,SKU_2,1,0.0,0.0
14,30,00:02:59,6,0.0,1,Placeholder,1,0.0,0.0
14,30,00:02:59,6,0.0,2,SKU_2,1,0.0,0.0
15,36,00:03:48,6,0.0,1,Placeholder,1,0.0,0.0
15,36,00:03:48,6,0.0,2,SKU_2,1,0.0,0.0
16,34,00:03:56,6,0.0,1,Placeholder,1,0.0,0.0
16,34,00:03:56,6,0.0,2,SKU_2,1,0.0,0.0
17,43,00:04:03,6,0.0,1,Placeholder,1,0.0,0.0
17,43,00:04:03,6,0.0,2,SKU_2,1,0.0,0.0
18,37,00:04:04,6,0.0,1,Placeholder,1,0.0,0.0
18,37,00:04:04,6,0.0,2,SKU_2,1,0.0,0.0
19,39,00:04:05,6,0.0,1,Placeholder,1,0.0,0.0
19,39,00:04:05,6,0.0,2,SKU_2,1,0.0,0.0
20,40,00:04:06,6,0.0,1,Placeholder,1,0.0,0.0
20,40,00:04:06,6,0.0,2,SKU_2,1,0.0,0.0
21,41,00:04:17,6,0.0,1,Placeholder,1,0.0,0.0
21,41,00:04:17,6,0.0,2,SKU_2,1,0.0,0.0
22,44,00:04:22,6,0.0,1,Placeholder,1,0.0,0.0
22,44,00:04:22,6,0.0,2,SKU_2,1,0.0,0.0
23,46,00:04:30,6,0.0,1,Placeholder,1,0.0,0.0
23,46,00:04:30,6,0.0,2,SKU_2,1,0.0,0.0
24,48,00:04:32,6,0.0,1,Placeholder,1,0.0,0.0
24,48,00:04:32,6,0.0,2,SKU_2,1,0.0,0.0
25,49,00:04:34,6,0.0,1,Placeholder,1,0.0,0.0
25,49,00:04:34,6,0.0,2,SKU_2,1,0.0,0.0
26,59,00:05:22,6,0.0,1,Placeholder,1,0.0,0.0
26,59,00:05:22,6,0.0,2,SKU_2,1,0.0,0.0
27,53,00:05:38,6,0.0,1,Placeholder,1,0.0,0.0
27,53,00:05:38,6,0.0,2,SKU_2,1,0.0,0.0
28,54,00:05:48,6,0.0,1,Placeholder,1,0.0,0.0
28,54,00:05:48,6,0.0,2,SKU_2,1,0.0,0.0
29,63,00:05:50,6,0.0,1,Placeholder,1,0.0,0.0
29,63,00:05:50,6,0.0,2,SKU_2,1,0.0,0.0
30,62,00:06:01,6,0.0,1,Placeholder,1,0.0,0.0
30,62,00:06:01,6,0.0,2,SKU_2,1,0.0,0.0
31,61,00:06:22,6,0.0,1,Placeholder,1,0.0,0.0
31,61,00:06:22,6,0.0,2,SKU_2,1,0.0,0.0
32,68,00:06:31,6,0.0,1,Placeholder,1,0.0,0.0
32,68,00:06:31,6,0.0,2,SKU_2,1,0.0,0.0
33,74,00:06:41,6,0.0,1,Placeholder,1,0.0,0.0
33,74,00:06:41,6,0.0,2,SKU_2,1,0.0,0.0
34,71,00:06:42,6,0.0,1,Placeholder,1,0.0,0.0
34,71,00:06:42,6,0.0,2,SKU_2,1,0.0,0.0
35,76,00:06:50,6,0.0,1,Placeholder,1,0.0,0.0
35,76,00:06:50,6,0.0,2,SKU_2,1,0.0,0.0
36,79,00:06:57,6,0.0,1,Placeholder,1,0.0,0.0
36,79,00:06:57,6,0.0,2,SKU_2,1,0.0,0.0
37,73,00:07:00,6,0.0,1,Placeholder,1,0.0,0.0
37,73,00:07:00,6,0.0,2,SKU_2,1,0.0,0.0
38,82,00:07:15,6,0.0,1,Placeholder,1,0.0,0.0
38,82,00:07:15,6,0.0,2,SKU_2,1,0.0,0.0
39,77,00:07:21,6,0.0,1,Placeholder,1,0.0,0.0
39,77,00:07:21,6,0.0,2,SKU_2,1,0.0,0.0
40,84,00:07:50,6,0.0,1,Placeholder,1,0.0,0.0
40,84,00:07:50,6,0.0,2,SKU_2,1,0.0,0.0
41,86,00:07:54,6,0.0,1,Placeholder,1,0.0,0.0
41,86,00:07:54,6,0.0,2,SKU_2,1,0.0,0.0
42,90,00:07:58,6,0.0,1,Placeholder,1,0.0,0.0
42,90,00:07:58,6,0.0,2,SKU_2,1,0.0,0.0
43,87,00:08:03,6,0.0,1,Placeholder,1,0.0,0.0
43,87,00:08:03,6,0.0,2,SKU_2,1,0.0,0.0
44,88,00:08:06,6,0.0,1,Placeholder,1,0.0,0.0
44,88,00:08:06,6,0.0,2,SKU_2,1,0.0,0.0
45,93,00:08:33,6,0.0,1,Placeholder,1,0.0,0.0
45,93,00:08:33,6,0.0,2,SKU_2,1,0.0,0.0
46,97,00:08:59,6,0.0,1,Placeholder,1,0.0,0.0
46,97,00:08:59,6,0.0,2,SKU_2,1,0.0,0.0
47,99,00:09:07,6,0.0,1,Placeholder,1,0.0,0.0
47,99,00:09:07,6,0.0,2,SKU_2,1,0.0,0.0
48,102,00:09:15,6,0.0,1,Placeholder,1,0.0,0.0
48,102,00:09:15,6,0.0,2,SKU_2,1,0.0,0.0
49,103,00:09:28,6,0.0,1,Placeholder,1,0.0,0.0
49,103,00:09:28,6,0.0,2,SKU_2,1,0.0,0.0
50,104,00:09:50,6,0.0,1,Placeholder,1,0.0,0.0
50,104,00:09:50,6,0.0,2,SKU_2,1,0.0,0.0
