transaction_id,customer_id,timestamp,satisfaction,total_spent,sim_date,day_of_week,item_id,item_name,quantity,price_per_unit,item_total
1,1,00:12:59,6,7.48,2026-03-02,0,1,Smartphone,1,2.99,2.99
1,1,00:12:59,6,7.48,2026-03-02,0,3,Refrigerator,1,4.49,4.49
2,2,00:25:23,6,11.48,2026-03-02,0,5,The Great Gatsby,1,3.49,3.49
2,2,00:25:23,6,11.48,2026-03-02,0,6,1984,1,7.99,7.99
3,3,00:40:35,8,74.45,2026-03-02,0,6,1984,1,7.99,7.99
3,3,00:40:35,8,74.45,2026-03-02,0,8,Jeans,1,2.49,2.49
3,3,00:40:35,8,74.45,2026-03-02,0,10,Action Figure,1,8.99,8.99
3,3,00:40:35,8,74.45,2026-03-02,0,24,Flannel Shirt,1,39.99,39.99
3,3,00:40:35,8,74.45,2026-03-02,0,30,Leather Journal,1,14.99,14.99
4,4,00:50:59,8,126.44,2026-03-02,0,4,Microwave,1,5.99,5.99
4,4,00:50:59,8,126.44,2026-03-02,0,6,1984,1,7.99,7.99
4,4,00:50:59,8,126.44,2026-03-02,0,10,Action Figure,1,8.99,8.99
4,4,00:50:59,8,126.44,2026-03-02,0,17,Lasso Rope,1,8.49,8.49
4,4,00:50:59,8,126.44,2026-03-02,0,19,Saddle Oil,1,34.99,34.99
4,4,00:50:59,8,126.44,2026-03-02,0,28,Leather Saddlebag,1,59.99,59.99
5,5,01:02:14,6,54.980000000000004,2026-03-02,0,19,Saddle Oil,1,34.99,34.99
5,5,01:02:14,6,54.980000000000004,2026-03-02,0,23,Red Bandana,1,19.99,19.99
6,6,01:15:29,8,122.41999999999997,2026-03-02,0,7,T-shirt,1,6.49,6.49
6,6,01:15:29,8,122.41999999999997,2026-03-02,0,9,Building Blocks,1,4.99,4.99
6,6,01:15:29,8,122.41999999999997,2026-03-02,0,10,Action Figure,1,8.99,8.99
6,6,01:15:29,8,122.41999999999997,2026-03-02,0,12,Campfire Chili,1,19.99,19.99
6,6,01:15:29,8,122.41999999999997,2026-03-02,0,19,Saddle Oil,1,34.99,34.99
6,6,01:15:29,8,122.41999999999997,2026-03-02,0,21,Cowboy Hat,1,4.99,4.99
6,6,01:15:29,8,122.41999999999997,2026-03-02,0,25,Riding Spurs,1,22.99,22.99
6,6,01:15:29,8,122.41999999999997,2026-03-02,0,26,Rodeo Rope,1,18.99,18.99
7,7,01:26:57,6,39.980000000000004,2026-03-02,0,9,Building Blocks,1,4.99,4.99
7,7,01:26:57,6,39.980000000000004,2026-03-02,0,19,Saddle Oil,1,34.99,34.99
8,8,01:39:34,8,103.96,2026-03-02,0,1,Smartphone,1,2.99,2.99
8,8,01:39:34,8,103.96,2026-03-02,0,4,Microwave,1,5.99,5.99
8,8,01:39:34,8,103.96,2026-03-02,0,9,Building Blocks,1,4.99,4.99
8,8,01:39:34,8,103.96,2026-03-02,0,20,Work Gloves,1,89.99,89.99
9,9,01:51:17,6,7.98,2026-03-02,0,1,Smartphone,1,2.99,2.99
9,9,01:51:17,6,7.98,2026-03-02,0,21,Cowboy Hat,1,4.99,4.99
10,10,02:02:03,8,83.46,2026-03-02,0,3,Refrigerator,1,4.49,4.49
10,10,02:02:03,8,83.46,2026-03-02,0,18,Horse Feed Sack,1,24.99,24.99
10,10,02:02:03,8,83.46,2026-03-02,0,19,Saddle Oil,1,34.99,34.99
10,10,02:02:03,8,83.46,2026-03-02,0,26,Rodeo Rope,1,18.99,18.99
11,11,02:10:31,8,72.94,2026-03-02,0,1,Smartphone,1,2.99,2.99
11,11,02:10:31,8,72.94,2026-03-02,0,3,Refrigerator,1,4.49,4.49
11,11,02:10:31,8,72.94,2026-03-02,0,8,Jeans,1,2.49,2.49
11,11,02:10:31,8,72.94,2026-03-02,0,15,Cornbread Mix,1,12.99,12.99
11,11,02:10:31,8,72.94,2026-03-02,0,22,Cowboy Boots,1,29.99,29.99
11,11,02:10:31,8,72.94,2026-03-02,0,23,Red Bandana,1,19.99,19.99
12,12,02:17:48,8,132.96,2026-03-02,0,19,Saddle Oil,1,34.99,34.99
12,12,02:17:48,8,132.96,2026-03-02,0,25,Riding Spurs,1,22.99,22.99
12,12,02:17:48,8,132.96,2026-03-02,0,28,Leather Saddlebag,1,59.99,59.99
12,12,02:17:48,8,132.96,2026-03-02,0,30,Leather Journal,1,14.99,14.99
13,13,02:26:25,8,44.45,2026-03-02,0,2,Laptop,1,3.99,3.99
13,13,02:26:25,8,44.45,2026-03-02,0,8,Jeans,1,2.49,2.49
13,13,02:26:25,8,44.45,2026-03-02,0,9,Building Blocks,1,4.99,4.99
13,13,02:26:25,8,44.45,2026-03-02,0,12,Campfire Chili,1,19.99,19.99
13,13,02:26:25,8,44.45,2026-03-02,0,15,Cornbread Mix,1,12.99,12.99
14,14,02:34:48,6,24.979999999999997,2026-03-02,0,9,Building Blocks,1,4.99,4.99
14,14,02:34:48,6,24.979999999999997,2026-03-02,0,23,Red Bandana,1,19.99,19.99
15,15,02:42:45,8,51.97,2026-03-02,0,10,Action Figure,1,8.99,8.99
15,15,02:42:45,8,51.97,2026-03-02,0,23,Red Bandana,1,19.99,19.99
15,15,02:42:45,8,51.97,2026-03-02,0,25,Riding Spurs,1,22.99,22.99
16,16,02:52:39,8,71.44999999999999,2026-03-02,0,5,The Great Gatsby,1,3.49,3.49
