transaction_id,customer_id,timestamp,satisfaction,total_spent,sim_date,day_of_week,item_id,item_name,quantity,price_per_unit,item_total
1,1,00:14:36,8,90.92999999999999,2026-03-02,0,1,Smartphone,1,2.99,2.99
1,1,00:14:36,8,90.92999999999999,2026-03-02,0,6,1984,1,7.99,7.99
1,1,00:14:36,8,90.92999999999999,2026-03-02,0,7,T-shirt,1,6.49,6.49
1,1,00:14:36,8,90.92999999999999,2026-03-02,0,11,Chuckwagon Beans,1,14.99,14.99
1,1,00:14:36,8,90.92999999999999,2026-03-02,0,17,Lasso Rope,1,8.49,8.49
1,1,00:14:36,8,90.92999999999999,2026-03-02,0,22,Cowboy Boots,1,29.99,29.99
1,1,00:14:36,8,90.92999999999999,2026-03-02,0,23,Red Bandana,1,19.99,19.99
2,2,00:25:58,6,54.980000000000004,2026-03-02,0,11,Chuckwagon Beans,1,14.99,14.99
2,2,00:25:58,6,54.980000000000004,2026-03-02,0,24,Flannel Shirt,1,39.99,39.99
3,3,00:38:43,8,40.47,2026-03-02,0,7,T-shirt,1,6.49,6.49
3,3,00:38:43,8,40.47,2026-03-02,0,26,Rodeo Rope,1,18.99,18.99
3,3,00:38:43,8,40.47,2026-03-02,0,30,Leather Journal,1,14.99,14.99
4,4,00:50:11,8,61.97,2026-03-02,0,12,Campfire Chili,1,19.99,19.99
4,4,00:50:11,8,61.97,2026-03-02,0,25,Riding Spurs,1,22.99,22.99
4,4,00:50:11,8,61.97,2026-03-02,0,26,Rodeo Rope,1,18.99,18.99
5,5,01:02:41,8,108.96,2026-03-02,0,3,Refrigerator,1,4.49,4.49
5,5,01:02:41,8,108.96,2026-03-02,0,4,Microwave,1,5.99,5.99
5,5,01:02:41,8,108.96,2026-03-02,0,17,Lasso Rope,1,8.49,8.49
5,5,01:02:41,8,108.96,2026-03-02,0,20,Work Gloves,1,89.99,89.99
6,6,01:15:12,8,48.47,2026-03-02,0,5,The Great Gatsby,1,3.49,3.49
6,6,01:15:12,8,48.47,2026-03-02,0,9,Building Blocks,1,4.99,4.99
6,6,01:15:12,8,48.47,2026-03-02,0,24,Flannel Shirt,1,39.99,39.99
7,7,01:28:19,8,124.95000000000002,2026-03-02,0,7,T-shirt,1,6.49,6.49
7,7,01:28:19,8,124.95000000000002,2026-03-02,0,11,Chuckwagon Beans,1,14.99,14.99
7,7,01:28:19,8,124.95000000000002,2026-03-02,0,17,Lasso Rope,1,8.49,8.49
7,7,01:28:19,8,124.95000000000002,2026-03-02,0,19,Saddle Oil,1,34.99,34.99
7,7,01:28:19,8,124.95000000000002,2026-03-02,0,28,Leather Saddlebag,1,59.99,59.99
8,8,01:40:12,8,68.96000000000001,2026-03-02,0,1,Smartphone,1,2.99,2.99
8,8,01:40:12,8,68.96000000000001,2026-03-02,0,4,Microwave,1,5.99,5.99
8,8,01:40:12,8,68.96000000000001,2026-03-02,0,23,Red Bandana,1,19.99,19.99
8,8,01:40:12,8,68.96000000000001,2026-03-02,0,24,Flannel Shirt,1,39.99,39.99
9,9,01:53:01,8,49.459999999999994,2026-03-02,0,3,Refrigerator,1,4.49,4.49
9,9,01:53:01,8,49.459999999999994,2026-03-02,0,11,Chuckwagon Beans,1,14.99,14.99
9,9,01:53:01,8,49.459999999999994,2026-03-02,0,21,Cowboy Hat,1,4.99,4.99
9,9,01:53:01,8,49.459999999999994,2026-03-02,0,29,Leather Wallet,1,24.99,24.99
10,10,02:01:58,8,50.95,2026-03-02,0,4,Microwave,1,5.99,5.99
10,10,02:01:58,8,50.95,2026-03-02,0,6,1984,1,7.99,7.99
10,10,02:01:58,8,50.95,2026-03-02,0,9,Building Blocks,1,4.99,4.99
10,10,02:01:58,8,50.95,2026-03-02,0,14,Trail Beef Jerky,1,6.99,6.99
10,10,02:01:58,8,50.95,2026-03-02,0,18,Horse Feed Sack,1,24.99,24.99
11,11,02:09:51,8,123.45999999999998,2026-03-02,0,16,Campfire Coffee,1,5.99,5.99
11,11,02:09:51,8,123.45999999999998,2026-03-02,0,20,Work Gloves,1,89.99,89.99
11,11,02:09:51,8,123.45999999999998,2026-03-02,0,23,Red Bandana,1,19.99,19.99
11,11,02:09:51,8,123.45999999999998,2026-03-02,0,27,Bull Rope Rosin,1,7.49,7.49
12,12,02:18:57,8,108.94,2026-03-02,0,1,Smartphone,1,2.99,2.99
12,12,02:18:57,8,108.94,2026-03-02,0,8,Jeans,1,2.49,2.49
12,12,02:18:57,8,108.94,2026-03-02,0,13,Smoky BBQ Sauce,1,9.99,9.99
12,12,02:18:57,8,108.94,2026-03-02,0,17,Lasso Rope,1,8.49,8.49
12,12,02:18:57,8,108.94,2026-03-02,0,18,Horse Feed Sack,1,24.99,24.99
12,12,02:18:57,8,108.94,2026-03-02,0,28,Leather Saddlebag,1,59.99,59.99
13,13,02:26:11,6,17.48,2026-03-02,0,13,Smoky BBQ Sauce,1,9.99,9.99
13,13,02:26:11,6,17.48,2026-03-02,0,27,Bull Rope Rosin,1,7.49,7.49
14,14,02:34:16,6,30.979999999999997,2026-03-02,0,16,Campfire Coffee,1,5.99,5.99
14,14,02:34:16,6,30.979999999999997,2026-03-02,0,29,Leather Wallet,1,24.99,24.99
15,15,02:43:17,8,35.959999999999994,2026-03-02,0,3,Refrigerator,1,4.49,4.49
15,15,02:43:17,8,35.959999999999994,2026-03-02,0,7,T-shirt,1,6.49,6.49
15,15,02:43:17,8,35.959999999999994,2026-03-02,0,16,Campfire Coffee,1,5.99,5.99
15,15,02:43:17,8,35.959999999999994,2026-03-02,0,26,Rodeo Rope,1,18.99,18.99
16,16,02:51:34,8,38.97,2026-03-02,0,9,Building Blocks,1,4.99,4.99
16,16,02:51:34,8,38.97,2026-03-02,0,11,Chuckwagon Beans,1,14.99,14.99
16,16,02:51:34,8,38.97,2026-03-02,0,26,Rodeo Rope,1,18.99,18.99
17,17,02:59:20,8,71.44999999999999,2026-03-02,0,13,Smoky BBQ Sauce,1,9.99,9.99
17,17,02:59:20,8,71.44999999999999,2026-03-02,0,21,Cowboy Hat,1,4.99,4.99
17,17,02:59:20,8,71.44999999999999,2026-03-02,0,22,Cowboy Boots,1,29.99,29.99
17,17,02:59:20,8,71.44999999999999,2026-03-02,0,26,Rodeo Rope,1,18.99,18.99
17,17,02:59:20,8,71.44999999999999,2026-03-02,0,27,Bull Rope Rosin,1,7.49,7.49
1,1,00:13:42,8,60.97,2026-03-03,1,15,Cornbread Mix,1,12.99,12.99
1,1,00:13:42,8,60.97,2026-03-03,1,18,Horse Feed Sack,1,24.99,24.99
1,1,00:13:42,8,60.97,2026-03-03,1,25,Riding Spurs,1,22.99,22.99
2,2,00:27:04,8,69.44999999999999,2026-03-03,1,4,Microwave,1,5.99,5.99
2,2,00:27:04,8,69.44999999999999,2026-03-03,1,5,The Great Gatsby,1,3.49,3.49
2,2,00:27:04,8,69.44999999999999,2026-03-03,1,12,Campfire Chili,1,19.99,19.99
2,2,00:27:04,8,69.44999999999999,2026-03-03,1,18,Horse Feed Sack,1,24.99,24.99
2,2,00:27:04,8,69.44999999999999,2026-03-03,1,30,Leather Journal,1,14.99,14.99
3,3,00:37:34,6,8.98,2026-03-03,1,1,Smartphone,1,2.99,2.99
3,3,00:37:34,6,8.98,2026-03-03,1,4,Microwave,1,5.99,5.99
4,4,00:51:53,8,147.43,2026-03-03,1,6,1984,1,7.99,7.99
4,4,00:51:53,8,147.43,2026-03-03,1,14,Trail Beef Jerky,1,6.99,6.99
4,4,00:51:53,8,147.43,2026-03-03,1,17,Lasso Rope,1,8.49,8.49
4,4,00:51:53,8,147.43,2026-03-03,1,23,Red Bandana,1,19.99,19.99
4,4,00:51:53,8,147.43,2026-03-03,1,26,Rodeo Rope,1,18.99,18.99
4,4,00:51:53,8,147.43,2026-03-03,1,28,Leather Saddlebag,1,59.99,59.99
4,4,00:51:53,8,147.43,2026-03-03,1,29,Leather Wallet,1,24.99,24.99
5,5,01:02:14,6,78.98,2026-03-03,1,26,Rodeo Rope,1,18.99,18.99
5,5,01:02:14,6,78.98,2026-03-03,1,28,Leather Saddlebag,1,59.99,59.99
6,6,01:15:16,8,18.97,2026-03-03,1,2,Laptop,1,3.99,3.99
6,6,01:15:16,8,18.97,2026-03-03,1,13,Smoky BBQ Sauce,1,9.99,9.99
6,6,01:15:16,8,18.97,2026-03-03,1,21,Cowboy Hat,1,4.99,4.99
7,7,01:27:28,8,46.449999999999996,2026-03-03,1,1,Smartphone,1,2.99,2.99
7,7,01:27:28,8,46.449999999999996,2026-03-03,1,5,The Great Gatsby,1,3.49,3.49
7,7,01:27:28,8,46.449999999999996,2026-03-03,1,13,Smoky BBQ Sauce,1,9.99,9.99
7,7,01:27:28,8,46.449999999999996,2026-03-03,1,18,Horse Feed Sack,1,24.99,24.99
7,7,01:27:28,8,46.449999999999996,2026-03-03,1,21,Cowboy Hat,1,4.99,4.99
8,8,01:39:03,6,39.98,2026-03-03,1,12,Campfire Chili,1,19.99,19.99
8,8,01:39:03,6,39.98,2026-03-03,1,23,Red Bandana,1,19.99,19.99
