transaction_id,customer_id,timestamp,satisfaction,total_spent,sim_date,day_of_week,item_id,item_name,quantity,price_per_unit,item_total
1,2,00:15:45,8,70.96,2024-01-01,0,1,Smartphone,1,2.99,2.99
1,2,00:15:45,8,70.96,2024-01-01,0,15,Cornbread Mix,1,12.99,12.99
1,2,00:15:45,8,70.96,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
1,2,00:15:45,8,70.96,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
2,5,00:17:54,8,8.97,2024-01-01,0,1,Smartphone,3,2.99,8.97
3,3,00:20:04,8,11.96,2024-01-01,0,1,Smartphone,4,2.99,11.96
4,6,00:21:12,8,49.97,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
4,6,00:21:12,8,49.97,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
4,6,00:21:12,8,49.97,2024-01-01,0,21,Cowboy Hat,1,4.99,4.99
5,8,00:22:06,8,8.97,2024-01-01,0,1,Smartphone,3,2.99,8.97
6,1,00:23:20,8,70.94,2024-01-01,0,11,Chuckwagon Beans,1,14.99,14.99
6,1,00:23:20,8,70.94,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
6,1,00:23:20,8,70.94,2024-01-01,0,13,Smoky BBQ Sauce,1,9.99,9.99
6,1,00:23:20,8,70.94,2024-01-01,0,14,Trail Beef Jerky,1,6.99,6.99
6,1,00:23:20,8,70.94,2024-01-01,0,15,Cornbread Mix,1,12.99,12.99
6,1,00:23:20,8,70.94,2024-01-01,0,16,Campfire Coffee,1,5.99,5.99
7,10,00:25:40,6,34.98,2024-01-01,0,13,Smoky BBQ Sauce,1,9.99,9.99
7,10,00:25:40,6,34.98,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
8,11,00:27:52,6,26.979999999999997,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
8,11,00:27:52,6,26.979999999999997,2024-01-01,0,14,Trail Beef Jerky,1,6.99,6.99
9,4,00:33:13,8,68.95,2024-01-01,0,1,Smartphone,1,2.99,2.99
9,4,00:33:13,8,68.95,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
9,4,00:33:13,8,68.95,2024-01-01,0,13,Smoky BBQ Sauce,1,9.99,9.99
9,4,00:33:13,8,68.95,2024-01-01,0,16,Campfire Coffee,1,5.99,5.99
9,4,00:33:13,8,68.95,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
10,17,00:40:55,6,18.98,2024-01-01,0,15,Cornbread Mix,1,12.99,12.99
10,17,00:40:55,6,18.98,2024-01-01,0,16,Campfire Coffee,1,5.99,5.99
11,13,00:42:26,8,57.42,2024-01-01,0,17,Lasso Rope,5,8.49,42.45
11,13,00:42:26,8,57.42,2024-01-01,0,21,Cowboy Hat,3,4.99,14.97
12,23,00:45:10,8,103.41999999999999,2024-01-01,0,17,Lasso Rope,1,8.49,8.49
12,23,00:45:10,8,103.41999999999999,2024-01-01,0,18,Horse Feed Sack,3,24.99,74.97
12,23,00:45:10,8,103.41999999999999,2024-01-01,0,21,Cowboy Hat,4,4.99,19.96
13,15,00:46:03,8,28.97,2024-01-01,0,1,Smartphone,1,2.99,2.99
13,15,00:46:03,8,28.97,2024-01-01,0,12,Campfire Chili,1,19.99,19.99
13,15,00:46:03,8,28.97,2024-01-01,0,16,Campfire Coffee,1,5.99,5.99
14,16,00:50:14,8,63.42,2024-01-01,0,17,Lasso Rope,1,8.49,8.49
14,16,00:50:14,8,63.42,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
14,16,00:50:14,8,63.42,2024-01-01,0,21,Cowboy Hat,6,4.99,29.94
15,19,00:51:35,6,38.48,2024-01-01,0,17,Lasso Rope,1,8.49,8.49
15,19,00:51:35,6,38.48,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
16,25,00:51:40,8,68.42,2024-01-01,0,17,Lasso Rope,1,8.49,8.49
16,25,00:51:40,8,68.42,2024-01-01,0,21,Cowboy Hat,6,4.99,29.94
16,25,00:51:40,8,68.42,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
17,24,00:53:37,8,109.91999999999999,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
17,24,00:53:37,8,109.91999999999999,2024-01-01,0,21,Cowboy Hat,5,4.99,24.950000000000003
17,24,00:53:37,8,109.91999999999999,2024-01-01,0,22,Cowboy Boots,2,29.99,59.98
18,12,00:55:23,8,108.42,2024-01-01,0,17,Lasso Rope,1,8.49,8.49
18,12,00:55:23,8,108.42,2024-01-01,0,18,Horse Feed Sack,2,24.99,49.98
18,12,00:55:23,8,108.42,2024-01-01,0,21,Cowboy Hat,4,4.99,19.96
18,12,00:55:23,8,108.42,2024-01-01,0,22,Cowboy Boots,1,29.99,29.99
19,39,00:55:41,8,86.91999999999999,2024-01-01,0,17,Lasso Rope,2,8.49,16.98
19,39,00:55:41,8,86.91999999999999,2024-01-01,0,18,Horse Feed Sack,2,24.99,49.98
19,39,00:55:41,8,86.91999999999999,2024-01-01,0,21,Cowboy Hat,4,4.99,19.96
20,22,00:56:58,6,33.48,2024-01-01,0,17,Lasso Rope,1,8.49,8.49
20,22,00:56:58,6,33.48,2024-01-01,0,18,Horse Feed Sack,1,24.99,24.99
21,33,00:58:56,8,99.92,2024-01-01,0,18,Horse Feed Sack,3,24.99,74.97
21,33,00:58:56,8,99.92,2024-01-01,0,21,Cowboy Hat,5,4.99,24.950000000000003
22,14,00:59:03,8,39.96,2024-01-01,0,11,Chuckwagon Beans,1,14.99,14.99
22,14,00:59:03,8,39.96,2024-01-01,0,14,Trail Beef Jerky,1,6.99,6.99
