transaction_id,customer_id,timestamp,satisfaction,total_spent,sim_date,day_of_week,item_id,item_name,quantity,price_per_unit,item_total
1,1,00:13:15,6,16.48,2026-03-25,2,10,Action Figure,1,8.99,8.99
1,1,00:13:15,6,16.48,2026-03-25,2,27,Bull Rope Rosin,1,7.49,7.49
2,2,00:25:37,8,50.959999999999994,2026-03-25,2,14,Trail Beef Jerky,1,6.99,6.99
2,2,00:25:37,8,50.959999999999994,2026-03-25,2,15,Cornbread Mix,1,12.99,12.99
2,2,00:25:37,8,50.959999999999994,2026-03-25,2,16,Campfire Coffee,1,5.99,5.99
2,2,00:25:37,8,50.959999999999994,2026-03-25,2,18,Horse Feed Sack,1,24.99,24.99
3,3,00:38:22,6,43.480000000000004,2026-03-25,2,5,The Great Gatsby,1,3.49,3.49
3,3,00:38:22,6,43.480000000000004,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
4,4,00:50:21,8,87.97,2026-03-25,2,15,Cornbread Mix,1,12.99,12.99
4,4,00:50:21,8,87.97,2026-03-25,2,19,Saddle Oil,1,34.99,34.99
4,4,00:50:21,8,87.97,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
5,5,01:02:58,8,34.45,2026-03-25,2,1,Smartphone,1,2.99,2.99
5,5,01:02:58,8,34.45,2026-03-25,2,2,Laptop,1,3.99,3.99
5,5,01:02:58,8,34.45,2026-03-25,2,11,Chuckwagon Beans,1,14.99,14.99
5,5,01:02:58,8,34.45,2026-03-25,2,21,Cowboy Hat,1,4.99,4.99
5,5,01:02:58,8,34.45,2026-03-25,2,27,Bull Rope Rosin,1,7.49,7.49
6,6,01:16:22,8,57.93000000000001,2026-03-25,2,1,Smartphone,1,2.99,2.99
6,6,01:16:22,8,57.93000000000001,2026-03-25,2,2,Laptop,1,3.99,3.99
6,6,01:16:22,8,57.93000000000001,2026-03-25,2,4,Microwave,1,5.99,5.99
6,6,01:16:22,8,57.93000000000001,2026-03-25,2,13,Smoky BBQ Sauce,1,9.99,9.99
6,6,01:16:22,8,57.93000000000001,2026-03-25,2,14,Trail Beef Jerky,1,6.99,6.99
6,6,01:16:22,8,57.93000000000001,2026-03-25,2,15,Cornbread Mix,1,12.99,12.99
6,6,01:16:22,8,57.93000000000001,2026-03-25,2,30,Leather Journal,1,14.99,14.99
7,7,01:27:28,8,75.94999999999999,2026-03-25,2,4,Microwave,1,5.99,5.99
7,7,01:27:28,8,75.94999999999999,2026-03-25,2,6,1984,1,7.99,7.99
7,7,01:27:28,8,75.94999999999999,2026-03-25,2,14,Trail Beef Jerky,1,6.99,6.99
7,7,01:27:28,8,75.94999999999999,2026-03-25,2,18,Horse Feed Sack,1,24.99,24.99
7,7,01:27:28,8,75.94999999999999,2026-03-25,2,22,Cowboy Boots,1,29.99,29.99
8,8,01:40:43,8,91.43,2026-03-25,2,1,Smartphone,1,2.99,2.99
8,8,01:40:43,8,91.43,2026-03-25,2,2,Laptop,1,3.99,3.99
8,8,01:40:43,8,91.43,2026-03-25,2,5,The Great Gatsby,1,3.49,3.49
8,8,01:40:43,8,91.43,2026-03-25,2,16,Campfire Coffee,1,5.99,5.99
8,8,01:40:43,8,91.43,2026-03-25,2,21,Cowboy Hat,1,4.99,4.99
8,8,01:40:43,8,91.43,2026-03-25,2,22,Cowboy Boots,1,29.99,29.99
8,8,01:40:43,8,91.43,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
9,9,01:50:48,6,89.98,2026-03-25,2,22,Cowboy Boots,1,29.99,29.99
9,9,01:50:48,6,89.98,2026-03-25,2,28,Leather Saddlebag,1,59.99,59.99
