transaction_id,customer_id,timestamp,satisfaction,total_spent,sim_date,day_of_week,item_id,item_name,quantity,price_per_unit,item_total
1,1,00:13:18,8,19.47,2026-03-25,2,6,1984,1,7.99,7.99
1,1,00:13:18,8,19.47,2026-03-25,2,7,T-shirt,1,6.49,6.49
1,1,00:13:18,8,19.47,2026-03-25,2,9,Building Blocks,1,4.99,4.99
2,2,00:26:54,8,118.44999999999999,2026-03-25,2,2,Laptop,1,3.99,3.99
2,2,00:26:54,8,118.44999999999999,2026-03-25,2,4,Microwave,1,5.99,5.99
2,2,00:26:54,8,118.44999999999999,2026-03-25,2,13,Smoky BBQ Sauce,1,9.99,9.99
2,2,00:26:54,8,118.44999999999999,2026-03-25,2,17,Lasso Rope,1,8.49,8.49
2,2,00:26:54,8,118.44999999999999,2026-03-25,2,20,Work Gloves,1,89.99,89.99
3,3,00:38:34,8,95.96000000000001,2026-03-25,2,10,Action Figure,1,8.99,8.99
3,3,00:38:34,8,95.96000000000001,2026-03-25,2,12,Campfire Chili,1,19.99,19.99
3,3,00:38:34,8,95.96000000000001,2026-03-25,2,14,Trail Beef Jerky,1,6.99,6.99
3,3,00:38:34,8,95.96000000000001,2026-03-25,2,28,Leather Saddlebag,1,59.99,59.99
4,4,00:50:56,8,79.44999999999999,2026-03-25,2,3,Refrigerator,1,4.49,4.49
4,4,00:50:56,8,79.44999999999999,2026-03-25,2,12,Campfire Chili,1,19.99,19.99
4,4,00:50:56,8,79.44999999999999,2026-03-25,2,13,Smoky BBQ Sauce,1,9.99,9.99
4,4,00:50:56,8,79.44999999999999,2026-03-25,2,18,Horse Feed Sack,1,24.99,24.99
4,4,00:50:56,8,79.44999999999999,2026-03-25,2,23,Red Bandana,1,19.99,19.99
5,5,01:02:50,6,20.98,2026-03-25,2,4,Microwave,1,5.99,5.99
5,5,01:02:50,6,20.98,2026-03-25,2,30,Leather Journal,1,14.99,14.99
6,6,01:15:08,8,108.46000000000001,2026-03-25,2,5,The Great Gatsby,1,3.49,3.49
6,6,01:15:08,8,108.46000000000001,2026-03-25,2,9,Building Blocks,1,4.99,4.99
6,6,01:15:08,8,108.46000000000001,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
6,6,01:15:08,8,108.46000000000001,2026-03-25,2,28,Leather Saddlebag,1,59.99,59.99
7,7,01:26:54,8,49.47,2026-03-25,2,3,Refrigerator,1,4.49,4.49
7,7,01:26:54,8,49.47,2026-03-25,2,18,Horse Feed Sack,1,24.99,24.99
7,7,01:26:54,8,49.47,2026-03-25,2,23,Red Bandana,1,19.99,19.99
8,8,01:39:43,8,88.96,2026-03-25,2,16,Campfire Coffee,1,5.99,5.99
8,8,01:39:43,8,88.96,2026-03-25,2,23,Red Bandana,1,19.99,19.99
8,8,01:39:43,8,88.96,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
8,8,01:39:43,8,88.96,2026-03-25,2,25,Riding Spurs,1,22.99,22.99
9,9,01:51:25,8,154.93,2026-03-25,2,2,Laptop,1,3.99,3.99
9,9,01:51:25,8,154.93,2026-03-25,2,16,Campfire Coffee,1,5.99,5.99
9,9,01:51:25,8,154.93,2026-03-25,2,19,Saddle Oil,1,34.99,34.99
9,9,01:51:25,8,154.93,2026-03-25,2,22,Cowboy Boots,1,29.99,29.99
9,9,01:51:25,8,154.93,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
9,9,01:51:25,8,154.93,2026-03-25,2,29,Leather Wallet,1,24.99,24.99
9,9,01:51:25,8,154.93,2026-03-25,2,30,Leather Journal,1,14.99,14.99
10,10,02:02:06,8,175.94,2026-03-25,2,4,Microwave,1,5.99,5.99
10,10,02:02:06,8,175.94,2026-03-25,2,19,Saddle Oil,1,34.99,34.99
10,10,02:02:06,8,175.94,2026-03-25,2,22,Cowboy Boots,1,29.99,29.99
10,10,02:02:06,8,175.94,2026-03-25,2,23,Red Bandana,1,19.99,19.99
10,10,02:02:06,8,175.94,2026-03-25,2,28,Leather Saddlebag,1,59.99,59.99
10,10,02:02:06,8,175.94,2026-03-25,2,29,Leather Wallet,1,24.99,24.99
11,11,02:09:25,8,46.47,2026-03-25,2,23,Red Bandana,1,19.99,19.99
11,11,02:09:25,8,46.47,2026-03-25,2,26,Rodeo Rope,1,18.99,18.99
11,11,02:09:25,8,46.47,2026-03-25,2,27,Bull Rope Rosin,1,7.49,7.49
12,12,02:18:31,6,48.980000000000004,2026-03-25,2,10,Action Figure,1,8.99,8.99
12,12,02:18:31,6,48.980000000000004,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
13,13,02:27:05,8,72.43999999999998,2026-03-25,2,13,Smoky BBQ Sauce,1,9.99,9.99
13,13,02:27:05,8,72.43999999999998,2026-03-25,2,14,Trail Beef Jerky,1,6.99,6.99
