transaction_id,customer_id,timestamp,satisfaction,total_spent,item_id,item_name,quantity,price_per_unit,item_total
1,1,00:09:06,6,37.98,6,1984,1,7.99,7.99
1,1,00:09:06,6,37.98,22,Cowboy Boots,1,29.99,29.99
2,2,00:15:42,8,123.96999999999998,20,Work Gloves,1,89.99,89.99
2,2,00:15:42,8,123.96999999999998,26,Rodeo Rope,1,18.99,18.99
2,2,00:15:42,8,123.96999999999998,30,Leather Journal,1,14.99,14.99
3,3,00:24:02,8,86.46,7,T-shirt,1,6.49,6.49
3,3,00:24:02,8,86.46,21,Cowboy Hat,1,4.99,4.99
3,3,00:24:02,8,86.46,28,Leather Saddlebag,1,59.99,59.99
3,3,00:24:02,8,86.46,30,Leather Journal,1,14.99,14.99
4,4,00:31:09,8,31.97,6,1984,1,7.99,7.99
4,4,00:31:09,8,31.97,10,Action Figure,1,8.99,8.99
4,4,00:31:09,8,31.97,30,Leather Journal,1,14.99,14.99
5,5,00:38:44,8,34.96,7,T-shirt,1,6.49,6.49
5,5,00:38:44,8,34.96,17,Lasso Rope,1,8.49,8.49
5,5,00:38:44,8,34.96,21,Cowboy Hat,1,4.99,4.99
5,5,00:38:44,8,34.96,30,Leather Journal,1,14.99,14.99
6,6,00:46:15,8,80.96000000000001,3,Refrigerator,1,4.49,4.49
6,6,00:46:15,8,80.96000000000001,5,The Great Gatsby,1,3.49,3.49
6,6,00:46:15,8,80.96000000000001,15,Cornbread Mix,1,12.99,12.99
6,6,00:46:15,8,80.96000000000001,28,Leather Saddlebag,1,59.99,59.99
7,7,00:54:27,8,21.97,16,Campfire Coffee,1,5.99,5.99
7,7,00:54:27,8,21.97,17,Lasso Rope,1,8.49,8.49
7,7,00:54:27,8,21.97,27,Bull Rope Rosin,1,7.49,7.49
8,8,01:01:31,8,91.46,7,T-shirt,1,6.49,6.49
8,8,01:01:31,8,91.46,23,Red Bandana,1,19.99,19.99
8,8,01:01:31,8,91.46,24,Flannel Shirt,1,39.99,39.99
8,8,01:01:31,8,91.46,29,Leather Wallet,1,24.99,24.99
9,9,01:08:38,8,15.97,9,Building Blocks,1,4.99,4.99
9,9,01:08:38,8,15.97,16,Campfire Coffee,1,5.99,5.99
9,9,01:08:38,8,15.97,21,Cowboy Hat,1,4.99,4.99
10,10,01:15:44,8,48.959999999999994,10,Action Figure,1,8.99,8.99
10,10,01:15:44,8,48.959999999999994,11,Chuckwagon Beans,1,14.99,14.99
10,10,01:15:44,8,48.959999999999994,21,Cowboy Hat,1,4.99,4.99
10,10,01:15:44,8,48.959999999999994,23,Red Bandana,1,19.99,19.99
11,11,01:23:43,8,129.97,11,Chuckwagon Beans,1,14.99,14.99
11,11,01:23:43,8,129.97,20,Work Gloves,1,89.99,89.99
11,11,01:23:43,8,129.97,29,Leather Wallet,1,24.99,24.99
12,12,01:29:58,6,10.98,3,Refrigerator,1,4.49,4.49
12,12,01:29:58,6,10.98,7,T-shirt,1,6.49,6.49
13,13,01:38:25,6,17.48,8,Jeans,1,2.49,2.49
13,13,01:38:25,6,17.48,30,Leather Journal,1,14.99,14.99
14,14,01:45:20,8,33.97,9,Building Blocks,1,4.99,4.99
14,14,01:45:20,8,33.97,10,Action Figure,1,8.99,8.99
14,14,01:45:20,8,33.97,12,Campfire Chili,1,19.99,19.99
15,15,01:53:14,8,86.95,9,Building Blocks,1,4.99,4.99
15,15,01:53:14,8,86.95,13,Smoky BBQ Sauce,1,9.99,9.99
15,15,01:53:14,8,86.95,14,Trail Beef Jerky,1,6.99,6.99
15,15,01:53:14,8,86.95,19,Saddle Oil,1,34.99,34.99
15,15,01:53:14,8,86.95,22,Cowboy Boots,1,29.99,29.99
16,16,02:00:43,8,56.47,7,T-shirt,1,6.49,6.49
16,16,02:00:43,8,56.47,18,Horse Feed Sack,1,24.99,24.99
16,16,02:00:43,8,56.47,29,Leather Wallet,1,24.99,24.99
17,17,02:08:32,8,46.46,5,The Great Gatsby,1,3.49,3.49
17,17,02:08:32,8,46.46,6,1984,1,7.99,7.99
17,17,02:08:32,8,46.46,23,Red Bandana,1,19.99,19.99
17,17,02:08:32,8,46.46,30,Leather Journal,1,14.99,14.99
18,18,02:14:39,8,17.97,2,Laptop,1,3.99,3.99
18,18,02:14:39,8,17.97,4,Microwave,1,5.99,5.99
18,18,02:14:39,8,17.97,6,1984,1,7.99,7.99
19,19,02:21:59,8,32.97,12,Campfire Chili,1,19.99,19.99
19,19,02:21:59,8,32.97,14,Trail Beef Jerky,1,6.99,6.99
19,19,02:21:59,8,32.97,16,Campfire Coffee,1,5.99,5.99
20,20,02:30:24,8,119.46999999999998,3,Refrigerator,1,4.49,4.49
20,20,02:30:24,8,119.46999999999998,20,Work Gloves,1,89.99,89.99
20,20,02:30:24,8,119.46999999999998,29,Leather Wallet,1,24.99,24.99
21,21,02:39:02,8,63.45,2,Laptop,1,3.99,3.99
21,21,02:39:02,8,63.45,6,1984,1,7.99,7.99
21,21,02:39:02,8,63.45,10,Action Figure,1,8.99,8.99
21,21,02:39:02,8,63.45,19,Saddle Oil,1,34.99,34.99
21,21,02:39:02,8,63.45,27,Bull Rope Rosin,1,7.49,7.49
22,22,02:44:31,6,35.98,4,Microwave,1,5.99,5.99
22,22,02:44:31,6,35.98,22,Cowboy Boots,1,29.99,29.99
23,23,02:52:48,8,117.42999999999998,1,Smartphone,1,2.99,2.99
23,23,02:52:48,8,117.42999999999998,8,Jeans,1,2.49,2.49
23,23,02:52:48,8,117.42999999999998,15,Cornbread Mix,1,12.99,12.99
23,23,02:52:48,8,117.42999999999998,18,Horse Feed Sack,1,24.99,24.99
23,23,02:52:48,8,117.42999999999998,22,Cowboy Boots,1,29.99,29.99
23,23,02:52:48,8,117.42999999999998,26,Rodeo Rope,1,18.99,18.99
23,23,02:52:48,8,117.42999999999998,29,Leather Wallet,1,24.99,24.99
24,24,03:00:38,8,72.92999999999999,1,Smartphone,1,2.99,2.99
24,24,03:00:38,8,72.92999999999999,3,Refrigerator,1,4.49,4.49
24,24,03:00:38,8,72.92999999999999,5,The Great Gatsby,1,3.49,3.49
24,24,03:00:38,8,72.92999999999999,6,1984,1,7.99,7.99
24,24,03:00:38,8,72.92999999999999,23,Red Bandana,1,19.99,19.99
24,24,03:00:38,8,72.92999999999999,26,Rodeo Rope,1,18.99,18.99
24,24,03:00:38,8,72.92999999999999,30,Leather Journal,1,14.99,14.99
25,25,03:07:04,8,157.44,2,Laptop,1,3.99,3.99
25,25,03:07:04,8,157.44,3,Refrigerator,1,4.49,4.49
25,25,03:07:04,8,157.44,20,Work Gloves,1,89.99,89.99
25,25,03:07:04,8,157.44,26,Rodeo Rope,1,18.99,18.99
25,25,03:07:04,8,157.44,29,Leather Wallet,1,24.99,24.99
25,25,03:07:04,8,157.44,30,Leather Journal,1,14.99,14.99
26,26,03:14:12,6,10.98,5,The Great Gatsby,1,3.49,3.49
26,26,03:14:12,6,10.98,27,Bull Rope Rosin,1,7.49,7.49
27,27,03:23:05,8,168.44000000000003,6,1984,1,7.99,7.99
27,27,03:23:05,8,168.44000000000003,7,T-shirt,1,6.49,6.49
27,27,03:23:05,8,168.44000000000003,20,Work Gloves,1,89.99,89.99
27,27,03:23:05,8,168.44000000000003,22,Cowboy Boots,1,29.99,29.99
27,27,03:23:05,8,168.44000000000003,26,Rodeo Rope,1,18.99,18.99
27,27,03:23:05,8,168.44000000000003,30,Leather Journal,1,14.99,14.99
28,28,03:28:54,8,67.97,12,Campfire Chili,1,19.99,19.99
28,28,03:28:54,8,67.97,18,Horse Feed Sack,1,24.99,24.99
28,28,03:28:54,8,67.97,25,Riding Spurs,1,22.99,22.99
29,29,03:37:25,8,56.959999999999994,6,1984,1,7.99,7.99
29,29,03:37:25,8,56.959999999999994,9,Building Blocks,1,4.99,4.99
29,29,03:37:25,8,56.959999999999994,18,Horse Feed Sack,1,24.99,24.99
29,29,03:37:25,8,56.959999999999994,26,Rodeo Rope,1,18.99,18.99
30,30,03:43:36,8,102.46,23,Red Bandana,1,19.99,19.99
30,30,03:43:36,8,102.46,27,Bull Rope Rosin,1,7.49,7.49
30,30,03:43:36,8,102.46,28,Leather Saddlebag,1,59.99,59.99
30,30,03:43:36,8,102.46,30,Leather Journal,1,14.99,14.99
31,31,03:51:01,8,36.96,4,Microwave,1,5.99,5.99
31,31,03:51:01,8,36.96,11,Chuckwagon Beans,1,14.99,14.99
31,31,03:51:01,8,36.96,13,Smoky BBQ Sauce,1,9.99,9.99
31,31,03:51:01,8,36.96,16,Campfire Coffee,1,5.99,5.99
32,32,03:58:24,6,38.98,10,Action Figure,1,8.99,8.99
32,32,03:58:24,6,38.98,22,Cowboy Boots,1,29.99,29.99
33,33,04:07:01,8,142.95,10,Action Figure,1,8.99,8.99
33,33,04:07:01,8,142.95,18,Horse Feed Sack,1,24.99,24.99
33,33,04:07:01,8,142.95,22,Cowboy Boots,1,29.99,29.99
33,33,04:07:01,8,142.95,26,Rodeo Rope,1,18.99,18.99
33,33,04:07:01,8,142.95,28,Leather Saddlebag,1,59.99,59.99
34,34,04:13:55,8,57.959999999999994,6,1984,1,7.99,7.99
34,34,04:13:55,8,57.959999999999994,14,Trail Beef Jerky,1,6.99,6.99
34,34,04:13:55,8,57.959999999999994,15,Cornbread Mix,1,12.99,12.99
34,34,04:13:55,8,57.959999999999994,22,Cowboy Boots,1,29.99,29.99
35,35,04:20:57,8,107.46,8,Jeans,1,2.49,2.49
35,35,04:20:57,8,107.46,23,Red Bandana,1,19.99,19.99
35,35,04:20:57,8,107.46,28,Leather Saddlebag,1,59.99,59.99
35,35,04:20:57,8,107.46,29,Leather Wallet,1,24.99,24.99
36,36,04:28:31,6,28.479999999999997,5,The Great Gatsby,1,3.49,3.49
36,36,04:28:31,6,28.479999999999997,29,Leather Wallet,1,24.99,24.99
37,37,04:36:28,8,83.96000000000001,4,Microwave,1,5.99,5.99
37,37,04:36:28,8,83.96000000000001,15,Cornbread Mix,1,12.99,12.99
37,37,04:36:28,8,83.96000000000001,18,Horse Feed Sack,1,24.99,24.99
37,37,04:36:28,8,83.96000000000001,24,Flannel Shirt,1,39.99,39.99
38,38,04:43:57,8,39.97,11,Chuckwagon Beans,1,14.99,14.99
38,38,04:43:57,8,39.97,13,Smoky BBQ Sauce,1,9.99,9.99
38,38,04:43:57,8,39.97,30,Leather Journal,1,14.99,14.99
39,39,04:53:04,8,100.44,7,T-shirt,1,6.49,6.49
39,39,04:53:04,8,100.44,8,Jeans,1,2.49,2.49
39,39,04:53:04,8,100.44,15,Cornbread Mix,1,12.99,12.99
39,39,04:53:04,8,100.44,17,Lasso Rope,1,8.49,8.49
39,39,04:53:04,8,100.44,22,Cowboy Boots,1,29.99,29.99
39,39,04:53:04,8,100.44,24,Flannel Shirt,1,39.99,39.99
