transaction_id,customer_id,timestamp,satisfaction,total_spent,sim_date,day_of_week,item_id,item_name,quantity,price_per_unit,item_total
1,1,00:13:33,6,9.48,2026-03-25,2,5,The Great Gatsby,1,3.49,3.49
1,1,00:13:33,6,9.48,2026-03-25,2,16,Campfire Coffee,1,5.99,5.99
2,2,00:26:00,8,69.46,2026-03-25,2,7,T-shirt,1,6.49,6.49
2,2,00:26:00,8,69.46,2026-03-25,2,18,Horse Feed Sack,1,24.99,24.99
2,2,00:26:00,8,69.46,2026-03-25,2,25,Riding Spurs,1,22.99,22.99
2,2,00:26:00,8,69.46,2026-03-25,2,30,Leather Journal,1,14.99,14.99
3,3,00:38:35,8,74.45,2026-03-25,2,2,Laptop,1,3.99,3.99
3,3,00:38:35,8,74.45,2026-03-25,2,3,Refrigerator,1,4.49,4.49
3,3,00:38:35,8,74.45,2026-03-25,2,16,Campfire Coffee,1,5.99,5.99
3,3,00:38:35,8,74.45,2026-03-25,2,23,Red Bandana,1,19.99,19.99
3,3,00:38:35,8,74.45,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
4,4,00:49:49,6,18.98,2026-03-25,2,15,Cornbread Mix,1,12.99,12.99
4,4,00:49:49,6,18.98,2026-03-25,2,16,Campfire Coffee,1,5.99,5.99
5,5,01:02:14,6,10.98,2026-03-25,2,4,Microwave,1,5.99,5.99
5,5,01:02:14,6,10.98,2026-03-25,2,9,Building Blocks,1,4.99,4.99
6,6,01:16:15,8,156.94,2026-03-25,2,5,The Great Gatsby,1,3.49,3.49
6,6,01:16:15,8,156.94,2026-03-25,2,17,Lasso Rope,1,8.49,8.49
6,6,01:16:15,8,156.94,2026-03-25,2,18,Horse Feed Sack,1,24.99,24.99
6,6,01:16:15,8,156.94,2026-03-25,2,20,Work Gloves,1,89.99,89.99
6,6,01:16:15,8,156.94,2026-03-25,2,21,Cowboy Hat,1,4.99,4.99
6,6,01:16:15,8,156.94,2026-03-25,2,29,Leather Wallet,1,24.99,24.99
7,7,01:26:52,8,49.97,2026-03-25,2,4,Microwave,1,5.99,5.99
7,7,01:26:52,8,49.97,2026-03-25,2,10,Action Figure,1,8.99,8.99
7,7,01:26:52,8,49.97,2026-03-25,2,19,Saddle Oil,1,34.99,34.99
8,8,01:38:50,8,43.47,2026-03-25,2,12,Campfire Chili,1,19.99,19.99
8,8,01:38:50,8,43.47,2026-03-25,2,17,Lasso Rope,1,8.49,8.49
8,8,01:38:50,8,43.47,2026-03-25,2,30,Leather Journal,1,14.99,14.99
9,9,01:51:28,8,34.95,2026-03-25,2,1,Smartphone,1,2.99,2.99
9,9,01:51:28,8,34.95,2026-03-25,2,7,T-shirt,1,6.49,6.49
9,9,01:51:28,8,34.95,2026-03-25,2,8,Jeans,1,2.49,2.49
9,9,01:51:28,8,34.95,2026-03-25,2,13,Smoky BBQ Sauce,1,9.99,9.99
9,9,01:51:28,8,34.95,2026-03-25,2,15,Cornbread Mix,1,12.99,12.99
10,10,02:01:32,8,87.45,2026-03-25,2,8,Jeans,1,2.49,2.49
10,10,02:01:32,8,87.45,2026-03-25,2,11,Chuckwagon Beans,1,14.99,14.99
10,10,02:01:32,8,87.45,2026-03-25,2,14,Trail Beef Jerky,1,6.99,6.99
10,10,02:01:32,8,87.45,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
10,10,02:01:32,8,87.45,2026-03-25,2,25,Riding Spurs,1,22.99,22.99
11,11,02:09:47,6,42.980000000000004,2026-03-25,2,6,1984,1,7.99,7.99
11,11,02:09:47,6,42.980000000000004,2026-03-25,2,19,Saddle Oil,1,34.99,34.99
12,12,02:18:54,8,67.46000000000001,2026-03-25,2,4,Microwave,1,5.99,5.99
12,12,02:18:54,8,67.46000000000001,2026-03-25,2,7,T-shirt,1,6.49,6.49
12,12,02:18:54,8,67.46000000000001,2026-03-25,2,11,Chuckwagon Beans,1,14.99,14.99
12,12,02:18:54,8,67.46000000000001,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
13,13,02:25:59,8,86.96000000000001,2026-03-25,2,1,Smartphone,1,2.99,2.99
13,13,02:25:59,8,86.96000000000001,2026-03-25,2,21,Cowboy Hat,1,4.99,4.99
13,13,02:25:59,8,86.96000000000001,2026-03-25,2,26,Rodeo Rope,1,18.99,18.99
13,13,02:25:59,8,86.96000000000001,2026-03-25,2,28,Leather Saddlebag,1,59.99,59.99
14,14,02:34:39,8,82.96,2026-03-25,2,15,Cornbread Mix,1,12.99,12.99
14,14,02:34:39,8,82.96,2026-03-25,2,19,Saddle Oil,1,34.99,34.99
14,14,02:34:39,8,82.96,2026-03-25,2,23,Red Bandana,1,19.99,19.99
14,14,02:34:39,8,82.96,2026-03-25,2,30,Leather Journal,1,14.99,14.99
15,15,02:43:37,8,111.44999999999999,2026-03-25,2,1,Smartphone,1,2.99,2.99
15,15,02:43:37,8,111.44999999999999,2026-03-25,2,5,The Great Gatsby,1,3.49,3.49
15,15,02:43:37,8,111.44999999999999,2026-03-25,2,18,Horse Feed Sack,1,24.99,24.99
15,15,02:43:37,8,111.44999999999999,2026-03-25,2,23,Red Bandana,1,19.99,19.99
15,15,02:43:37,8,111.44999999999999,2026-03-25,2,28,Leather Saddlebag,1,59.99,59.99
16,16,02:50:39,6,16.98,2026-03-25,2,13,Smoky BBQ Sauce,1,9.99,9.99
16,16,02:50:39,6,16.98,2026-03-25,2,14,Trail Beef Jerky,1,6.99,6.99
