transaction_id,customer_id,timestamp,satisfaction,total_spent,sim_date,day_of_week,item_id,item_name,quantity,price_per_unit,item_total
1,1,00:13:39,8,47.459999999999994,2026-03-25,2,4,Microwave,1,5.99,5.99
1,1,00:13:39,8,47.459999999999994,2026-03-25,2,7,T-shirt,1,6.49,6.49
1,1,00:13:39,8,47.459999999999994,2026-03-25,2,13,Smoky BBQ Sauce,1,9.99,9.99
1,1,00:13:39,8,47.459999999999994,2026-03-25,2,18,Horse Feed Sack,1,24.99,24.99
2,2,00:26:00,8,37.46,2026-03-25,2,2,Laptop,1,3.99,3.99
2,2,00:26:00,8,37.46,2026-03-25,2,5,The Great Gatsby,1,3.49,3.49
2,2,00:26:00,8,37.46,2026-03-25,2,14,Trail Beef Jerky,1,6.99,6.99
2,2,00:26:00,8,37.46,2026-03-25,2,25,Riding Spurs,1,22.99,22.99
3,3,00:38:43,8,140.92999999999998,2026-03-25,2,12,Campfire Chili,1,19.99,19.99
3,3,00:38:43,8,140.92999999999998,2026-03-25,2,13,Smoky BBQ Sauce,1,9.99,9.99
3,3,00:38:43,8,140.92999999999998,2026-03-25,2,15,Cornbread Mix,1,12.99,12.99
3,3,00:38:43,8,140.92999999999998,2026-03-25,2,23,Red Bandana,1,19.99,19.99
3,3,00:38:43,8,140.92999999999998,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
3,3,00:38:43,8,140.92999999999998,2026-03-25,2,25,Riding Spurs,1,22.99,22.99
3,3,00:38:43,8,140.92999999999998,2026-03-25,2,30,Leather Journal,1,14.99,14.99
4,4,00:50:29,8,37.97,2026-03-25,2,13,Smoky BBQ Sauce,1,9.99,9.99
4,4,00:50:29,8,37.97,2026-03-25,2,21,Cowboy Hat,1,4.99,4.99
4,4,00:50:29,8,37.97,2026-03-25,2,25,Riding Spurs,1,22.99,22.99
5,5,01:02:29,6,54.980000000000004,2026-03-25,2,11,Chuckwagon Beans,1,14.99,14.99
5,5,01:02:29,6,54.980000000000004,2026-03-25,2,24,Flannel Shirt,1,39.99,39.99
6,6,01:14:11,6,27.98,2026-03-25,2,11,Chuckwagon Beans,1,14.99,14.99
6,6,01:14:11,6,27.98,2026-03-25,2,15,Cornbread Mix,1,12.99,12.99
7,7,01:27:30,8,42.46,2026-03-25,2,6,1984,1,7.99,7.99
7,7,01:27:30,8,42.46,2026-03-25,2,14,Trail Beef Jerky,1,6.99,6.99
7,7,01:27:30,8,42.46,2026-03-25,2,23,Red Bandana,1,19.99,19.99
